,Job Title,Location,Date,Link,Job Attributes,Job Description
17,"iCater Food Service Inventory Clerk, MON-FRI, 5:30AM-2PM",Boston,Apr 29,https://boston.craigslist.org/bmw/npo/d/boston-icater-food-service-inventory/7115850156.html,"
compensation: 16.00 per hour

employment type: full-time

","

QR Code Link to This Post



SCHEDULE: 40 hours, 5:30 a.m. – 2:00 p.m., Monday - Friday

(Flexibility required and based upon program needs. Will be expected to work some holidays and weekend)

JOB DESCRIPTION:

The iCater Inventory Clerk, along with the “Driving and Inventory” team is primarily responsible for receiving all deliveries, checking invoices and donation slips for discrepancies, and properly storing all food and supplies whether purchased or donated to the Inn. The iCater Inventory Clerk also interacts with donors. The incumbent conducts the daily pulls of all supplies scheduled for production, Pine Street Inn’s programs and departments and iCater customers (both supplies and extra items ordered).

REQUIREMENTS:
•High School Diploma or GED 
•Must be able to read English satisfactorily
•Minimum of six (6) months experience working in a fast paced kitchen with inventory experience
•Basic computer skills, and the ability to use Windows 2010 programs
•Good communication skills
•Ability to stand for long periods of time
•Ability to lift at least fifty (50) pounds of weight
•Ability to climb in and out of large trucks 
•Frequent bending, stooping, and access walk-ins (refrigerators and freezers) for extended periods of time
•Must be able to store food deliveries in excess of 100 cases
•Must feel comfortable driving for long periods of time, sometimes in excess of four (4) hours per day and to various locations across the state
•Must be able to learn all the products we carry; case sizes, case counts, pieces per case, etc.
•Must be able to multi-task and perform in an environment that is often times stressful and demanding
•Must be able to work under pressure, set timelines and meet deadlines
•Must be able to follow multiple directives from a varied number of individuals, prioritize these tasks and demonstrate the ability to switch tasks, use materials productively, and focus on production goals and quality of the finished products
•Must be able to stay focused and pay attention regarding the filling of food requisitions and the receipt of food products
•Good leadership skills 
•Strong verbal and written communication skills 
•Excellent organizational skills are a plus
•Must be able to coordinate the effort and work of support cooking staff (kitchen associates and FSTP students), their use of materials, production knowledge and quality of finished products

PREFERRED:   
• Valid Massachusetts driver’s license with an acceptable driving record 
• Certified in ServSafe (Food Service sanitation and safety certification)
• A good understanding of food service inventory and products
• Previous experience driving a medium size box truck
• Prior experience in food service  

Working Conditions      

 REQUIRED:                          
•The iCater Inventory Clerk will spend most of their time in the food service operations working in the food storage areas; assisting with organizing and tracking inventory. The position also requires someone who is able to stand on his/her feet for extended periods while working. In addition, the stock person spends a fair amount of time in the cold food storage areas (walk-in refrigerators and freezers), cleaning, organizing, pulling items, storing items and taking inventory. 

VACATIONS & HOLIDAYS:               
•The Warehouse, Inventory and Fleet Manager approves all vacations for all stock personnel. Only one (1) member of the team would be granted vacations for any given period within a calendar year. Employees must be able to work on a holiday if that said holiday falls on their scheduled work period. 



ESSENTIAL FUNCTIONS INCLUDE BUT ARE NOT LIMITED TO: 
•Adhering to the information specified, this person fulfills the pulls sheets, supplies sheets and extras sheets, accurately labelling items slated for production, programs/departments and iCater customers. 
•Must have the ability to learn all products purchased, used for production and issued to customer sites, become very familiar with them and retain this information. 
•Along with the team responsible for inventories, conducts physical inventories of all food service items (freezers, refrigerators and dry goods areas) on a daily basis and get reports to the pertinent food service managers. Will also need to conduct full inventory at least every quarter. This person is responsible for the maintaining the food inventory database, Crunchtime, and producing all inventory statistical reports. 
•Must receive and check all deliveries. Deliveries must be checked against the purchase orders and/or donation slips. Any discrepancy or damaged products must be reported to the Warehouse, Inventory ad Fleet Manager.  
•Adhere to all food safety procedures when receiving, picking up, delivering and/or storing foods. Potentially hazardous foods (meat, seafood, diary product, poultry, prepared or cooked foods, etc.) must be kept cold or frozen. 
•Donations and purchased items must be appropriately stored immediately upon receipt. Ensure that items are stored off the floors and away from walls (by at least 6”). In addition, items must rotated according to FIFO & LILO (“first in, first out” or “last in, last out”).  
•Assist donors in the delivery of items coming to the inn. Must be an ambassador for the inn and take steps to address immediate needs of the donor. 
•When necessary, this person may be called upon to deliver stock to the kitchen (for daily production of meals) within the specified time. 
•Reviews stock pull sheets with the Executive Chef or Sous Chef once completed. 
•Immediately notifies the Warehouse, Inventory and Fleet Manager of any shortages of products.
•At times, may have to deliver supplies to programs and departments within the inn and to external customers, adhering to the Weekly Shipping Guide. Signatures of receipt of items by PSI programs and iCater customers must be turned in to the Acquisition and Distribution Manager.  
•Participates in pulling frozen meat, seafood, diary product, poultry, prepared or cooked foods, etc. for production and storing appropriately in refrigerators for use in production. Weekly pulled sheets are posted at various locations within the department. Pulled items must be labeled and stored according to the standards and practices of the department. Assist in furnishing the men and women’s inns serving areas with the necessary supplies. 
•Must maintain cleanliness and order in all stock areas. These include, but are limited to the dumb waiter, the loading dock and receiving refrigerators, freezers, chemical storage room and all dry good storage areas. 
•Is responsible for keeping all storage areas (freezers, dry goods areas, basement refrigerator and access at conveyor belt into basement) locked and secured, especially at closing times and when leaving the immediate area for extended periods. 
•Must help create and foster a sense of teamwork amongst all FS employees. Must also contribute to a safe, friendly and cooperative work environment. Adheres to the time and attendance policies and practices of the department 
•Other related duties as required/directed.

PAY RATE:$16.00 PER HOUR
Apply Here  https://www.pinestreetinn.org/aboutus/careers
"
18,Looking to change someone's life?  Become an egg donor!,burlington,Apr 28,https://boston.craigslist.org/gbs/npo/d/looking-to-change-someones-life-become/7115634172.html,"
compensation: $10K+ per donation/ can donate up to 6 times

employment type: part-time

","

QR Code Link to This Post


Have you ever considered egg donation? You actually learn so much about your own genetic & fertility health as well. 💕

Here are the basic requirements:
Female
Generally in good health
Willingness to provide detailed medical history regarding self and family
Willing to self administer daily hormone medication injections (or have someone who is willing to assist them)
Between the ages of 21-32
No drug or nicotine use
Have a regular monthly menstrual cycle
High School Graduate or GED but prefer college educated
Height and weight proportionate (BMI between 18 and 28) 

Apply today to help create a family!! ❤️

Tiny Treasures, LLC is a reputable egg donation facilitation agency that has coordinated over 1200 egg donation cycles since 2002. We are one of the most well-established agencies of its kind in New England. Our agency adheres to the American Society for Reproductive Medicine's egg donation guidelines and comes highly recommended by physicians, IVF clinics and hospitals throughout the New England area.

 Compensation is up to $10,000 + per donation and egg donors may donate up to 6 times. All donations are completely anonymous / confidential and egg donors will work with reputable IVF clinics and physicians. Egg donation requires approximately 20 hours of an egg donor's time over the course of approximately 3 to 4 months.

For detailed information regarding the egg donation process and to download an egg donor application, visit our website at www.tinytreasuresagency.com (click on ""Prospective Donors"" then on ""Donor Application""). Or prospective donors may contact our staff at 617-597-1990 or julie@tinytreasuresagency.com to request information.




















"
19,"Elder Protective Services Investigator, 60k/year","Waltham, MA",Apr 28,https://boston.craigslist.org/gbs/npo/d/waltham-elder-protective-services/7115477994.html,"
compensation: Pays $30.77/hr. ($60k annually)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking a positive and energetic team member to join our Protective Services Department! 
Pays $30.77/hr. ($60k annually).
POSITION DESCRIPTION
As an Elder Protective Services Investigator you will investigate reports of abuse, neglect, financial exploitation, and self neglect of elders to determine if there is a reasonable cause to substantiate the report. You will respond to emergency and crisis situations, conduct assessment of capacity and functional abilities as well as arrange for the delivery of services to alleviate substantiated allegations.
You must be flexible as each day is different and one call can change all your plans. You must have excellent writing skills as there is a fair amount of documentation.  Organization is key if you're going to be successful and a good sense of humor never hurts.  
QUALIFICATIONS
Master's degree in Social Work or related field with one year experience in counseling or case management; or a Bachelor's degree in Social Work or related field with two years experience in counseling or case management.
Experience with crisis intervention, elders, and/or investigations.
Ability to independently organize work, take initiative, and meet deadlines.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Employee referral bonuses
Free parking
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Ashland, Dover, Framingham, Holliston, Hopkinton, Natick, Sherborn, Sudbury, Wayland, Boston, Westwood, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, LICSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Protective Services, PS, Crisis Intervention, Crisis, Investigator, Criminal Justice, Counseling, Abuse, Neglect
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1394775-143011.html "
20,"Geriatric Support Services Coordinator, 55k/year","Waltham, MA",Apr 28,https://boston.craigslist.org/gbs/npo/d/waltham-geriatric-support-services/7115477610.html,"
compensation: Pays $28.21/hr. ($55k annually)

employment type: full-time

non-profit organization

telecommuting ok

","

QR Code Link to This Post


Are you seeking a Case Management position? Come work for Springwell and support seniors who want to age-in-place in their own home. 
Pays $28.21/hr. ($55k annually).
POSITION DESCRIPTION 
Work collaboratively as part of an interdisciplinary team that provides in-home services to older adults and individuals with disabilities. The Social Worker will make home visits, conduct comprehensive assessments and participate in the development of person-centered care plans. 
Our ideal candidate will have a strong desire to work with seniors, excellent organizational skills and be able manage constant change with a positive attitude.
QUALIFICATIONS
Bachelor's degree required.
Massachusetts Social Work license or 2 years experience working with older adults required.
The ability to establish and maintain professional relationships with consumers, family members, co-workers and community professionals.
The ability to work both independently and as part of a team.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m., 4 day work week, 4.5 day work week, telecommuting work option, remote work option
Employee referral bonuses
Free parking
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in: 
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, LICSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Telecommuting, Remote, Telecommuter, Telecommute, United Health Care, Tufts Health Plan, Commonwealth Care Alliance, Fallon Health, Navicare, GSSC, LTSC, SCO
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1394768-143011.html "
21,"Housing Care Coordinator, 55k/year","Waltham, MA",Apr 28,https://boston.craigslist.org/gbs/npo/d/waltham-housing-care-coordinator-55k/7115477210.html,"
compensation: Pays $28.21/hr. ($55k annually)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking an enthusiastic and compassionate Housing Care Coordinator to join our Housing Department. 
Pays $28.21/hr. ($55k annually).
POSITION DESCRIPTION
The Housing Care Coordinator conducts comprehensive in-home assessments with elders, helps determine needs and eligibility for government subsidized services, creates care plans and coordinates services. The Case Manager also provides regularly scheduled office hours in assigned housing sites to provide consultation and assistance for all residents of the building. The Case Manager communicates and collaborates with housing authority staff and community professionals. 
Our ideal candidate will have a strong desire to work with seniors and individuals with disabilities, excellent organizational skills and be able manage constant change with a positive attitude.
QUALIFICATIONS
Bachelor's Degree required. Degree in Social Work, human services, nursing, psychology, sociology or related field preferred. Candidates with a degree in another discipline must demonstrate experience and/or strong interest in the field of human services via previous employment, internship, volunteer activity and/or additional studies.
Social Work license or eligibility for MA Social Work license preferred.
One year experience in human services field required.
Working with computers, entering data and running reports.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m.
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Resident Services Coordinator, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Council on Aging
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1394757-143011.html "
22,"Social Media, Communications & Special Projects Coordinator",Lynn,Apr 28,https://boston.craigslist.org/nos/npo/d/lynn-social-media-communications/7115276887.html,"
compensation: Centerboard offers competitive pay, benefits and time off.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


This is a full time position that will simultaneously and continuously manage various projects of Centerboard. On an ongoing basis provide social media presence and create written content which outlines Centerboards activities, family success stories and events. Act as lead point person for Centerboard fundraising events which previously was two times a year. Provide support to the Director of Innovation with grant research, management and reporting. 

Essential Job Functions:
•	Produce ambitious social medial marketing and communications campaigns with the express goal of sharing Centerboard content to facilitate storytelling and donor enhancement.
•	Create and facilitate the production of various communication materials ( newsletters, brochures, videos), manage all advertising, promotions of Centerboard events and initiatives. 
•	Create a comprehensive internal communications plan.
•	Represent Centerboard at community functions as needed (chamber of commerce events).
•	Work with Centerboards website manager to make updates or changes as required.
•	Work under the direction of the Director of Innovation to provide grant research.
•	Collaborate with all levels and departments of the organization, building relationships to facilitate the role to its fullest potential.

Competency and Qualifications
• Strong creative, strategic, analytical, organizational and interpersonal skills. The candidate will have a Bachelor’s degree from an accredited college in a related field and possess the ability to engage people with an outgoing personality. 
• Proficient in social media platforms and social media management software: Sprout Social, Hoot Suite, Facebook, Twitter, Periscope, Instagram, Pinterest, etc. , and Microsoft Office Suite.
• Ability to schedule work load in a manner that enables the candidate to focus on various projects with alternating timelines. 
• Results-oriented professional, with excellent organizational skills, follow-through, attention to detail, commitment to accuracy, and flexibility. 
• Ability to work independently in a self-directed manner, take initiative, prioritizes with supervision, and to work as part of a team. 
• Strong written and verbal communication skills. Flexibility to support Centerboard events, which will require an adjustment of work week schedule to accommodate events held during the evening and weekends 
If you enjoy working in a flexible environment and helping others please apply to the posting via the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&ccId=19000101_0000
"
23,"Housekeeper, FRI-TUE, 20-53",Boston,Apr 28,https://boston.craigslist.org/bmw/npo/d/boston-housekeeper-fri-tue-20-53/7115191389.html,"
compensation: 15.31 per hour

employment type: full-time

","

QR Code Link to This Post


SCHEDULE: 32.50 hours, Friday- Tuesday, 6:30 a.m. - 1:30 p.m. 

JOB DESCRIPTION:

The Housekeeper will perform daily, weekly, and monthly laundering and cleaning responsibilities as determined by the Supervisor.

REQUIREMENTS:
•High School diploma or GED
•Ability to read and understand printed labels, signage, and instructions
•The ability to understand and speak English
•Minimum of six (6) months of institutional or commercial industry cleaning experience
•Ability to perform frequent bending, standing, stooping, stretching and walking
•Ability to turn over twenty-five (25) pound mattress for cleaning
•Ability to lift up to fifty (50) pounds
•Ability to perform frequent and repetitive motions to perform all types of cleaning functions
•Ability to read and fully understand printed labels and instructions
•Ability to understand all chemical safety/handling instructions required and used to perform cleaning duties

PREFERRED:

 Knowledge of industry standards as applied to Sanitation and General Procedures

ESSENTIAL FUNCTIONS INCLUDE BUT ARE NOT LIMITED TO: 
•Wipes and disinfects beds and pillows in the Men’s Inn (up to 60 beds per day) 
•Cleans all areas that are to be used by guests 
•Cleans dorm which include three floors 
•Mopping floors 
•Empty 55 gallon trash barrels each day from various dorm areas 
•Performs special projects throughout the year 
•Maintains and keeps all janitorial closets in proper order 
•Re-stocks janitorial closets and carts at the end of each shift 
•Follows prescribed cleaning methods and formulas set forth by the supervisor 
•Completes inspection sheets daily 
•May be asked to cover the laundry responsibilities as needed 
•Perform other additional assignments or projects as requested/directed by supervisor

PAY:$15.31 DOE
Apply to https://www.pinestreetinn.org/aboutus/careers "
24,Relief Counselor-- Safe Haven,Boston,Apr 28,https://boston.craigslist.org/bmw/npo/d/boston-relief-counselor-safe-haven/7115189127.html,"
compensation: 15.00 per hour

employment type: part-time

","

QR Code Link to This Post


SCHEDULE: On call as needed, including weekends, weekdays, evenings, and overnights, as well as holidays and during weather emergencies or other emergencies.  

JOB DESCRIPTION:

The Relief Counselor is responsible for the overall safety of the participants in the programs at 414 Harrison Avenue, 28 Rockwell Street, and 8 Church Street. The Relief Counselor will assist participants in obtaining their lunch meal and performing other activities of daily living (ADL) skills. The incumbent will also work with other staff to engage participants in leisure time activities. This program will follow the models of Housing First/Safe Haven. The Relief Counselor will create and maintain a respectful atmosphere that empowers very chronic, mentally ill participants to reach their highest level of functioning

REQUIREMENTS:
•High School Diploma or GED
•Some basic prior human services trainings
•Minimum of six (6) months experience working in a shelter setting, community residence or in an inpatient setting
•Experience maintaining a safe environment for clients in a program setting
•Experience as a human services team member
•Familiarity with the concepts of rehabilitation and consumer empowerment
•Experience with dually diagnosed individuals, experience assisting people with ADL skills, comfort level working with participants with untreated psychiatric conditions, comfort with a harm reduction approach to substance abuse, effective writing and verbal skills
•Ability to respond to individuals in crisis
•Ability to climb multiple sets of stairs quickly and frequently
•Ability to assist certain individuals with ADL skills
•Ability to attend to multiple tasks
•Ability to tolerate stress and practice patience
•Ability to resolve conflicts diplomatically, supportiveness and nurturance
•Ability to set limits when needed, and observance of appropriate boundaries
•Ability to be open minded about exploring creative new ways to help clients maintain housing stability
•Willingness to use continuing education as a tool to gain ideas for improving client outcomes

Preferred:
•Advanced training in human services work
•Training in Motivational Interviewing and Trauma-Informed Care
•Previous experience working with a Housing First/Safe Haven model
•Experience with the
•homeless population 
Essential Functions Include But Are Not Limited To:  

•Be responsible for the safety and security of participants in various areas of the building.
•Supervise meal operations and cleanup.
•Work with other staff to help prepare occasional meals and holiday celebrations.
•Confer regularly with other program staff.
•Touch base regularly with each individual participant to see how each seems to be doing.
•Communicate any observed issues or problems via the log and verbal reports.
•Maintain positive relationships with other employees around the Inn and in other departments such as Food Services, Men’s Inn, Outreach, and Housekeeping.
•Participate in keeping the outside of the building secure.
•Set a tone of respect and support for all clients of the program.
•Work with participants to reinforce good ADL skills, including personal hygiene and leisure time activities.
•Assist participants in cooking, laundry and other activities of daily living as needed or requested.
•Provide peer support for other staff at the 414 Harrison Ave and 8 Church St. program when assigned to those sites.
•Guide chronically mentally ill clients in an intentional progression towards increased autonomy, improved life skills, and enhanced quality of life.
•Involve participants in milieu to enhance connectedness with life satisfactions and responsibilities.
•Introduce participants to hobbies, pastimes and movies on site. Apprise them of happenings of interest in the Boston Area.
•Meet for regular supervision with the Associate Program Manager.
•Work together with other staff to assist clients with improving their overall quality of life. Maintain necessary records in a timely fashion. Encourage participants to be responsible neighbors.  
•Be able to cover shifts at both Safe Haven locations  
•Participate and help with the Foster Dog Program at Stapleton and/or the Therapy Dog Program at 8 Church Street by: giving food and water to the dog twice a shift at minimum, exercising the dog, encouraging interested participants to interact with the dog, informing the supervisor of any injury or illness the dog may exhibit and providing a clean living space for the dog.  
•Perform other additional assignments or projects as requested/directed by supervisor.   
Apply to  https://www.pinestreetinn.org/aboutus/careers "
25,Family Support Specialist,"Haverhill, MA",Apr 24,https://boston.craigslist.org/nos/npo/d/haverhill-family-support-specialist/7113421699.html,"
compensation: 18.00 an hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Exciting opportunity to be part of NFI’s new DMH Family Support Services contract in the Northeast

NFI is seeking a Family Support Specialist to provide a range of Family Support Services to families with youth diagnosed with significant mental health concerns in the Lawrence, MA area.

The Family Support Specialist will provide hope, information, advocacy, group, and one-to-one support to parents of children with SED, and assist parents in the DMH Assessment process.

Hourly rate: $18.00

Job Responsibilities:

-Assist DMH in partnering with families to support engagement in services, understand roles and responsibilities in treatment of their children, articulate preferences and concerns, and identify supports that will strengthen their ability to parent their child with SED.
-Share resources with Parent Partnership team, and provide information about resources to parents of children and youth who are involved in DMH via home-visits, phone calls, printed materials, and training.
-Travel to and provide services to the parents/caregivers as related to the child's needs in their home, or other community setting such as hospital or school.
-Assist parents by helping them improve their ability to advocate or work with other professional helping systems.
Organize and facilitate Parent Support Groups to parents of children with mental health issues.
-Develop community provider relationships and implement outreach strategies to build common ground, supporting families, and encouraging parent/caregiver attendance at support groups.
-Provide training/consultation as indicated for parents and community entities.

Job Requirements:

-Lived experience as a parent/guardian/caregiver of a child with serious emotional/behavioral concerns that is currently, or has in the past received mental health or related services.
-Knowledge of behavioral health system and services, DMH and DCF resources, special education law and services, and other social services resources such as DDS, CBHI, Mass Rehabilitation, and/or 688 process and how to access them is also essential to this role.
-Position also requires a current/valid drivers license and willingness to use personal automobile to travel to multiple locations as required by position.
-Bilingual/bi-cultural candidates strongly encouraged to apply.

All interested candidates please apply at:
https://recruiting.ultipro.com/NOR1043NAFI/JobBoard/331fa188-0c5e-433a-b685-1bd95da427de/Opportunity/OpportunityDetail?opportunityId=11a9dce8-bee7-4517-b5de-41c6596f9cfd "
26,Overnight Residential Counselor,"Wilmington, MA",Apr 24,https://boston.craigslist.org/nos/npo/d/wilmington-overnight-residential/7113356375.html,"
compensation: $15.00 an hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


NFI Massachusetts Inc., a non-profit human services agency, is currently seeking an Overnight Youth Counselor for programs located in Lowell, Haverhill, and Wilmington, MA.

Youth referred to these programs are in need of temporary out-of-home placement to address a range of emotional and behavioral issues. The programs offer 24 hour staffing that provides support and supervision. Comprehensive clinical services include treatment planning, life skills training, individual/group/family therapy and access to social and recreational resources in the community.

We are seeking dedicated and qualified candidates with strong leadership skills to provide direct care to youth served within the program. The goal is to provide these youth support, mentoring, guidance and to demonstrate positive role modeling so they may elect healthier choices to and learn new skills to use upon their discharge from the program.

Hourly rate: $15.00

Job Requirements:

Associate's or Bachelor's degree in psychology, sociology or other related field of study preferred.
Experience working with a similar population.
Valid driver's license and a reliable vehicle is a must.

Please fill out a full application here at:
https://recruiting.ultipro.com/NOR1043NAFI/JobBoard/331fa188-0c5e-433a-b685-1bd95da427de/Opportunity/OpportunityDetail?opportunityId=c6c7c6f6-9a54-450d-b8d4-7f855f864acc
"
27,Shelter Staff,Boston,Apr 24,https://boston.craigslist.org/gbs/npo/d/charlestown-shelter-staff/7113272997.html,"
compensation: commensurate with experience

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Reports to: V.P. of Programs

Primary Responsibilities: Direct care and primary service delivery to the guests in the shelter including admissions, triage, bed assignments, meal coordination, hygiene assessments, and transportation coordination in the event of reached capacity.  Work as a team member to provide shelter, meals and transportation to the homeless population in a timely and efficient manner.

Duties:

1.	Shift set-up and preparation responsibilities including checking resources, rosters, bed sheets, cot set-up, towels, gloves, universal precaution supplies, meal/ pastry case stocked.
2.	Facilitate admission of guests, documenting name, date of birth, social security number whenever possible.
3.	Complete safety checks through each floor of the building with flashlight to provide oversight and care to any needs guests may have through the night. 
4.	Greet, direct and refer guests from the points of engagement at the time of admission or at a point of interaction.
Including random searches of guest's belongings and garments for contraband, as well as, redirecting disputes, conflict resolution and maintaining a safe and secure environment for all staff and guests. 
5.	Assist guests with personal hygiene needs on an as needed basis.
6.	Encourage optimal communication via verbal, written and voice mail forums with all team members and the 
Vice President of Programs.
7.	Employ the least restrictive means of intervention in all shelter interventions with guests in order to provide a clear and welcoming environment for the guests we serve.
8.	Utilize available case management staff to assist with case management needs of guests on an as needed basis.
9.	Provide assistance to Health Care For The Homeless staff in addressing medical needs of guests.    "
